lat,lon,ele,name
19.1323450115,100.791040007,270.188843,1 Ban Na Non
19.118112959,100.7904139627,271.616455,2 Ban Na Sai
19.1205230076,100.7836760022,274.415649,3 Ban Poh
19.1374240257,100.7601449825,258.702759,4 Ban Huak
19.1318030376,100.7388029806,294.700562,5 Ban Nam Krai
19.139261,100.719249,311.061798,6 Ban Huay Muang
19.1294909734,100.699670976,307.241028,7 Ban Santisouk
19.0982810408,100.7866000291,267.520264,8 Ban Hae
